date,geography,hpi_normalized_jan2015,stock_rent_index_normalized_jan2015,price_to_stock_rent_index,stock_rent_to_price_index,interpretation,source_ids
2016-11-01,England,1.1388059701492537,1.0672682687389663,1.0670287907039651,0.93718183493461005,relative index only; not a gross or net rental yield,HMLR_UKHPI_INDICES_2026_05|ONS_PIPR_2026_07_22
2016-12-01,England,1.1432835820895522,1.0697310075550621,1.0687580092705726,0.93566550269176463,relative index only; not a gross or net rental yield,HMLR_UKHPI_INDICES_2026_05|ONS_PIPR_2026_07_22
2017-01-01,England,1.1417910447761195,1.0718230790806647,1.0652793983084117,0.93872086664581067,relative index only; not a gross or net rental yield,HMLR_UKHPI_INDICES_2026_05|ONS_PIPR_2026_07_22
2017-02-01,England,1.1477611940298509,1.0726469342129763,1.0700270120773594,0.93455584645343825,relative index only; not a gross or net rental yield,HMLR_UKHPI_INDICES_2026_05|ONS_PIPR_2026_07_22
2017-03-01,England,1.1432835820895522,1.0745335514173993,1.0639812787431959,0.93986616116143284,relative index only; not a gross or net rental yield,HMLR_UKHPI_INDICES_2026_05|ONS_PIPR_2026_07_22
2017-04-01,England,1.1582089552238806,1.0768756275588491,1.0755271319951818,0.929776637196429,relative index only; not a gross or net rental yield,HMLR_UKHPI_INDICES_2026_05|ONS_PIPR_2026_07_22
2017-05-01,England,1.1671641791044776,1.0765052303445426,1.0842159853983422,0.92232545310849556,relative index only; not a gross or net rental yield,HMLR_UKHPI_INDICES_2026_05|ONS_PIPR_2026_07_22
2017-06-01,England,1.1761194029850746,1.078623536088857,1.0903891521315607,0.91710376799433269,relative index only; not a gross or net rental yield,HMLR_UKHPI_INDICES_2026_05|ONS_PIPR_2026_07_22
2017-07-01,England,1.1895522388059703,1.0817259626300981,1.0996798448968577,0.90935557711689541,relative index only; not a gross or net rental yield,HMLR_UKHPI_INDICES_2026_05|ONS_PIPR_2026_07_22
2017-08-01,England,1.1955223880597015,1.0819595048747279,1.1049603822262482,0.90500982305376743,relative index only; not a gross or net rental yield,HMLR_UKHPI_INDICES_2026_05|ONS_PIPR_2026_07_22
2017-09-01,England,1.1940298507462686,1.0813568912443461,1.1041959046215231,0.90563639641713989,relative index only; not a gross or net rental yield,HMLR_UKHPI_INDICES_2026_05|ONS_PIPR_2026_07_22
2017-10-01,England,1.1925373134328359,1.0827424189123258,1.1014044454181495,0.90793169045213795,relative index only; not a gross or net rental yield,HMLR_UKHPI_INDICES_2026_05|ONS_PIPR_2026_07_22
2017-11-01,England,1.1880597014925371,1.083814965108121,1.0961831490987179,0.91225631485231296,relative index only; not a gross or net rental yield,HMLR_UKHPI_INDICES_2026_05|ONS_PIPR_2026_07_22
2017-12-01,England,1.1955223880597015,1.0845507876796547,1.1023203354242777,0.90717731304041027,relative index only; not a gross or net rental yield,HMLR_UKHPI_INDICES_2026_05|ONS_PIPR_2026_07_22
2018-01-01,England,1.1880597014925371,1.0831317460121042,1.0968746007738752,0.91168124350265056,relative index only; not a gross or net rental yield,HMLR_UKHPI_INDICES_2026_05|ONS_PIPR_2026_07_22
2018-02-01,England,1.1925373134328359,1.0852566440706197,1.0988528104834483,0.91003998939588893,relative index only; not a gross or net rental yield,HMLR_UKHPI_INDICES_2026_05|ONS_PIPR_2026_07_22
2018-03-01,England,1.1850746268656718,1.0835254679880169,1.0937210632124967,0.91430990371784782,relative index only; not a gross or net rental yield,HMLR_UKHPI_INDICES_2026_05|ONS_PIPR_2026_07_22
2018-04-01,England,1.1955223880597015,1.0832420353059304,1.1036521378364537,0.90608260131707052,relative index only; not a gross or net rental yield,HMLR_UKHPI_INDICES_2026_05|ONS_PIPR_2026_07_22
2018-05-01,England,1.2000000000000002,1.0832518317058051,1.1077756481707037,0.90270985975483731,relative index only; not a gross or net rental yield,HMLR_UKHPI_INDICES_2026_05|ONS_PIPR_2026_07_22
2018-06-01,England,1.2074626865671643,1.0840463344670641,1.1138478570298138,0.89778868243873045,relative index only; not a gross or net rental yield,HMLR_UKHPI_INDICES_2026_05|ONS_PIPR_2026_07_22
2018-07-01,England,1.2223880597014927,1.0861903220015257,1.1253903067825122,0.88858060530039329,relative index only; not a gross or net rental yield,HMLR_UKHPI_INDICES_2026_05|ONS_PIPR_2026_07_22
2018-08-01,England,1.225373134328358,1.0881906167283029,1.1260647863446029,0.88804837175147744,relative index only; not a gross or net rental yield,HMLR_UKHPI_INDICES_2026_05|ONS_PIPR_2026_07_22
2018-09-01,England,1.2238805970149254,1.0896155264148262,1.1232224278612044,0.89029561304626037,relative index only; not a gross or net rental yield,HMLR_UKHPI_INDICES_2026_05|ONS_PIPR_2026_07_22
2018-10-01,England,1.2208955223880598,1.0921658190202774,1.1178664458509229,0.89456124540780668,relative index only; not a gross or net rental yield,HMLR_UKHPI_INDICES_2026_05|ONS_PIPR_2026_07_22
2018-11-01,England,1.2179104477611939,1.0946817505690258,1.1125703403095124,0.89881957460937179,relative index only; not a gross or net rental yield,HMLR_UKHPI_INDICES_2026_05|ONS_PIPR_2026_07_22
2018-12-01,England,1.2149253731343284,1.0968769175409279,1.1076223354741128,0.90283480927815929,relative index only; not a gross or net rental yield,HMLR_UKHPI_INDICES_2026_05|ONS_PIPR_2026_07_22
2019-01-01,England,1.2059701492537314,1.097482391523654,1.0988514791380497,0.91004109198124772,relative index only; not a gross or net rental yield,HMLR_UKHPI_INDICES_2026_05|ONS_PIPR_2026_07_22
2019-02-01,England,1.2044776119402985,1.0998081157795989,1.0951706890128781,0.91309967481081944,relative index only; not a gross or net rental yield,HMLR_UKHPI_INDICES_2026_05|ONS_PIPR_2026_07_22
2019-03-01,England,1.198507462686567,1.1000979443568417,1.0894552333585708,0.91788994111965638,relative index only; not a gross or net rental yield,HMLR_UKHPI_INDICES_2026_05|ONS_PIPR_2026_07_22
2019-04-01,England,1.2059701492537314,1.1004467845809478,1.095891383528343,0.91249919018469683,relative index only; not a gross or net rental yield,HMLR_UKHPI_INDICES_2026_05|ONS_PIPR_2026_07_22
2019-05-01,England,1.2074626865671643,1.1058529364450824,1.0918836011311961,0.9158485382178061,relative index only; not a gross or net rental yield,HMLR_UKHPI_INDICES_2026_05|ONS_PIPR_2026_07_22
2019-06-01,England,1.2119402985074628,1.105710827265949,1.0960734657036717,0.91234760377855406,relative index only; not a gross or net rental yield,HMLR_UKHPI_INDICES_2026_05|ONS_PIPR_2026_07_22
2019-07-01,England,1.225373134328358,1.1070655539724181,1.1068659212920353,0.90345179191415381,relative index only; not a gross or net rental yield,HMLR_UKHPI_INDICES_2026_05|ONS_PIPR_2026_07_22
2019-08-01,England,1.2283582089552239,1.1094707665606791,1.1071568949609116,0.90321435430820773,relative index only; not a gross or net rental yield,HMLR_UKHPI_INDICES_2026_05|ONS_PIPR_2026_07_22
2019-09-01,England,1.2313432835820894,1.1130423154387727,1.1062861371058308,0.90392527435633674,relative index only; not a gross or net rental yield,HMLR_UKHPI_INDICES_2026_05|ONS_PIPR_2026_07_22
2019-10-01,England,1.2268656716417912,1.1154708036838785,1.0998635442451989,0.90920369643333154,relative index only; not a gross or net rental yield,HMLR_UKHPI_INDICES_2026_05|ONS_PIPR_2026_07_22
2019-11-01,England,1.2223880597014927,1.1176295103705327,1.0937328053338793,0.91430008784890948,relative index only; not a gross or net rental yield,HMLR_UKHPI_INDICES_2026_05|ONS_PIPR_2026_07_22
2019-12-01,England,1.2238805970149254,1.119389903786095,1.0933461101224988,0.91462345797156552,relative index only; not a gross or net rental yield,HMLR_UKHPI_INDICES_2026_05|ONS_PIPR_2026_07_22
