date,geography,area_code,index,source_id
2010-07-01,England,E92000001,59.600000000000001,HMLR_UKHPI_INDICES_2026_05
2010-08-01,England,E92000001,59.700000000000003,HMLR_UKHPI_INDICES_2026_05
2010-09-01,England,E92000001,59.5,HMLR_UKHPI_INDICES_2026_05
2010-10-01,England,E92000001,58.799999999999997,HMLR_UKHPI_INDICES_2026_05
2010-11-01,England,E92000001,58.200000000000003,HMLR_UKHPI_INDICES_2026_05
2010-12-01,England,E92000001,58.100000000000001,HMLR_UKHPI_INDICES_2026_05
2011-01-01,England,E92000001,57.600000000000001,HMLR_UKHPI_INDICES_2026_05
2011-02-01,England,E92000001,57.399999999999999,HMLR_UKHPI_INDICES_2026_05
2011-03-01,England,E92000001,57.200000000000003,HMLR_UKHPI_INDICES_2026_05
2011-04-01,England,E92000001,58,HMLR_UKHPI_INDICES_2026_05
2011-05-01,England,E92000001,57.700000000000003,HMLR_UKHPI_INDICES_2026_05
2011-06-01,England,E92000001,57.799999999999997,HMLR_UKHPI_INDICES_2026_05
2011-07-01,England,E92000001,58.5,HMLR_UKHPI_INDICES_2026_05
2011-08-01,England,E92000001,58.600000000000001,HMLR_UKHPI_INDICES_2026_05
2011-09-01,England,E92000001,58.399999999999999,HMLR_UKHPI_INDICES_2026_05
2011-10-01,England,E92000001,57.899999999999999,HMLR_UKHPI_INDICES_2026_05
2011-11-01,England,E92000001,57.899999999999999,HMLR_UKHPI_INDICES_2026_05
2011-12-01,England,E92000001,57.700000000000003,HMLR_UKHPI_INDICES_2026_05
2012-01-01,England,E92000001,57.5,HMLR_UKHPI_INDICES_2026_05
2012-02-01,England,E92000001,57.5,HMLR_UKHPI_INDICES_2026_05
2012-03-01,England,E92000001,57.600000000000001,HMLR_UKHPI_INDICES_2026_05
2012-04-01,England,E92000001,58.299999999999997,HMLR_UKHPI_INDICES_2026_05
2012-05-01,England,E92000001,58.5,HMLR_UKHPI_INDICES_2026_05
2012-06-01,England,E92000001,59,HMLR_UKHPI_INDICES_2026_05
2012-07-01,England,E92000001,59.399999999999999,HMLR_UKHPI_INDICES_2026_05
2012-08-01,England,E92000001,59.5,HMLR_UKHPI_INDICES_2026_05
2012-09-01,England,E92000001,59.299999999999997,HMLR_UKHPI_INDICES_2026_05
2012-10-01,England,E92000001,58.899999999999999,HMLR_UKHPI_INDICES_2026_05
2012-11-01,England,E92000001,59,HMLR_UKHPI_INDICES_2026_05
2012-12-01,England,E92000001,58.899999999999999,HMLR_UKHPI_INDICES_2026_05
2013-01-01,England,E92000001,58.399999999999999,HMLR_UKHPI_INDICES_2026_05
2013-02-01,England,E92000001,58.5,HMLR_UKHPI_INDICES_2026_05
2013-03-01,England,E92000001,58.899999999999999,HMLR_UKHPI_INDICES_2026_05
2013-04-01,England,E92000001,59.399999999999999,HMLR_UKHPI_INDICES_2026_05
2013-05-01,England,E92000001,59.700000000000003,HMLR_UKHPI_INDICES_2026_05
2013-06-01,England,E92000001,60.100000000000001,HMLR_UKHPI_INDICES_2026_05
2013-07-01,England,E92000001,60.899999999999999,HMLR_UKHPI_INDICES_2026_05
2013-08-01,England,E92000001,61.299999999999997,HMLR_UKHPI_INDICES_2026_05
2013-09-01,England,E92000001,61.5,HMLR_UKHPI_INDICES_2026_05
2013-10-01,England,E92000001,61.200000000000003,HMLR_UKHPI_INDICES_2026_05
2013-11-01,England,E92000001,61.5,HMLR_UKHPI_INDICES_2026_05
2013-12-01,England,E92000001,62.299999999999997,HMLR_UKHPI_INDICES_2026_05
2014-01-01,England,E92000001,62.200000000000003,HMLR_UKHPI_INDICES_2026_05
2014-02-01,England,E92000001,62.5,HMLR_UKHPI_INDICES_2026_05
2014-03-01,England,E92000001,62.799999999999997,HMLR_UKHPI_INDICES_2026_05
2014-04-01,England,E92000001,64.200000000000003,HMLR_UKHPI_INDICES_2026_05
2014-05-01,England,E92000001,64.799999999999997,HMLR_UKHPI_INDICES_2026_05
2014-06-01,England,E92000001,65.400000000000006,HMLR_UKHPI_INDICES_2026_05
2014-07-01,England,E92000001,66.299999999999997,HMLR_UKHPI_INDICES_2026_05
2014-08-01,England,E92000001,67.200000000000003,HMLR_UKHPI_INDICES_2026_05
2014-09-01,England,E92000001,67.299999999999997,HMLR_UKHPI_INDICES_2026_05
2014-10-01,England,E92000001,67.200000000000003,HMLR_UKHPI_INDICES_2026_05
2014-11-01,England,E92000001,67,HMLR_UKHPI_INDICES_2026_05
2014-12-01,England,E92000001,67.200000000000003,HMLR_UKHPI_INDICES_2026_05
2015-01-01,England,E92000001,67,HMLR_UKHPI_INDICES_2026_05
2015-02-01,England,E92000001,67.200000000000003,HMLR_UKHPI_INDICES_2026_05
2015-03-01,England,E92000001,67.200000000000003,HMLR_UKHPI_INDICES_2026_05
2015-04-01,England,E92000001,68,HMLR_UKHPI_INDICES_2026_05
2015-05-01,England,E92000001,68.799999999999997,HMLR_UKHPI_INDICES_2026_05
2015-06-01,England,E92000001,69.299999999999997,HMLR_UKHPI_INDICES_2026_05
2015-07-01,England,E92000001,70.5,HMLR_UKHPI_INDICES_2026_05
2015-08-01,England,E92000001,71.299999999999997,HMLR_UKHPI_INDICES_2026_05
2015-09-01,England,E92000001,71.5,HMLR_UKHPI_INDICES_2026_05
2015-10-01,England,E92000001,71.599999999999994,HMLR_UKHPI_INDICES_2026_05
2015-11-01,England,E92000001,72.200000000000003,HMLR_UKHPI_INDICES_2026_05
2015-12-01,England,E92000001,72.5,HMLR_UKHPI_INDICES_2026_05
2016-01-01,England,E92000001,72.799999999999997,HMLR_UKHPI_INDICES_2026_05
2016-02-01,England,E92000001,72.900000000000006,HMLR_UKHPI_INDICES_2026_05
2016-03-01,England,E92000001,73.599999999999994,HMLR_UKHPI_INDICES_2026_05
2016-04-01,England,E92000001,73.900000000000006,HMLR_UKHPI_INDICES_2026_05
2016-05-01,England,E92000001,74.799999999999997,HMLR_UKHPI_INDICES_2026_05
2016-06-01,England,E92000001,75.5,HMLR_UKHPI_INDICES_2026_05
2016-07-01,England,E92000001,76.299999999999997,HMLR_UKHPI_INDICES_2026_05
2016-08-01,England,E92000001,76.400000000000006,HMLR_UKHPI_INDICES_2026_05
2016-09-01,England,E92000001,76.299999999999997,HMLR_UKHPI_INDICES_2026_05
2016-10-01,England,E92000001,76,HMLR_UKHPI_INDICES_2026_05
2016-11-01,England,E92000001,76.299999999999997,HMLR_UKHPI_INDICES_2026_05
2016-12-01,England,E92000001,76.599999999999994,HMLR_UKHPI_INDICES_2026_05
2017-01-01,England,E92000001,76.5,HMLR_UKHPI_INDICES_2026_05
2017-02-01,England,E92000001,76.900000000000006,HMLR_UKHPI_INDICES_2026_05
2017-03-01,England,E92000001,76.599999999999994,HMLR_UKHPI_INDICES_2026_05
2017-04-01,England,E92000001,77.599999999999994,HMLR_UKHPI_INDICES_2026_05
2017-05-01,England,E92000001,78.200000000000003,HMLR_UKHPI_INDICES_2026_05
2017-06-01,England,E92000001,78.799999999999997,HMLR_UKHPI_INDICES_2026_05
2017-07-01,England,E92000001,79.700000000000003,HMLR_UKHPI_INDICES_2026_05
2017-08-01,England,E92000001,80.099999999999994,HMLR_UKHPI_INDICES_2026_05
2017-09-01,England,E92000001,80,HMLR_UKHPI_INDICES_2026_05
2017-10-01,England,E92000001,79.900000000000006,HMLR_UKHPI_INDICES_2026_05
2017-11-01,England,E92000001,79.599999999999994,HMLR_UKHPI_INDICES_2026_05
2017-12-01,England,E92000001,80.099999999999994,HMLR_UKHPI_INDICES_2026_05
2018-01-01,England,E92000001,79.599999999999994,HMLR_UKHPI_INDICES_2026_05
2018-02-01,England,E92000001,79.900000000000006,HMLR_UKHPI_INDICES_2026_05
2018-03-01,England,E92000001,79.400000000000006,HMLR_UKHPI_INDICES_2026_05
2018-04-01,England,E92000001,80.099999999999994,HMLR_UKHPI_INDICES_2026_05
2018-05-01,England,E92000001,80.400000000000006,HMLR_UKHPI_INDICES_2026_05
2018-06-01,England,E92000001,80.900000000000006,HMLR_UKHPI_INDICES_2026_05
2018-07-01,England,E92000001,81.900000000000006,HMLR_UKHPI_INDICES_2026_05
2018-08-01,England,E92000001,82.099999999999994,HMLR_UKHPI_INDICES_2026_05
2018-09-01,England,E92000001,82,HMLR_UKHPI_INDICES_2026_05
2018-10-01,England,E92000001,81.799999999999997,HMLR_UKHPI_INDICES_2026_05
2018-11-01,England,E92000001,81.599999999999994,HMLR_UKHPI_INDICES_2026_05
2018-12-01,England,E92000001,81.400000000000006,HMLR_UKHPI_INDICES_2026_05
2019-01-01,England,E92000001,80.799999999999997,HMLR_UKHPI_INDICES_2026_05
2019-02-01,England,E92000001,80.700000000000003,HMLR_UKHPI_INDICES_2026_05
2019-03-01,England,E92000001,80.299999999999997,HMLR_UKHPI_INDICES_2026_05
2019-04-01,England,E92000001,80.799999999999997,HMLR_UKHPI_INDICES_2026_05
2019-05-01,England,E92000001,80.900000000000006,HMLR_UKHPI_INDICES_2026_05
2019-06-01,England,E92000001,81.200000000000003,HMLR_UKHPI_INDICES_2026_05
2019-07-01,England,E92000001,82.099999999999994,HMLR_UKHPI_INDICES_2026_05
2019-08-01,England,E92000001,82.299999999999997,HMLR_UKHPI_INDICES_2026_05
2019-09-01,England,E92000001,82.5,HMLR_UKHPI_INDICES_2026_05
2019-10-01,England,E92000001,82.200000000000003,HMLR_UKHPI_INDICES_2026_05
2019-11-01,England,E92000001,81.900000000000006,HMLR_UKHPI_INDICES_2026_05
2019-12-01,England,E92000001,82,HMLR_UKHPI_INDICES_2026_05
