date,publisher_date,geography,owner_2y_fixed_75ltv_pct,btl_2y_fixed_75ltv_pct,btl_minus_owner_spread_pp,interpretation,source_id
2008-01-01,2008-01-31,United Kingdom,5.9699999999999998,,,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2011-07-01,2011-07-31,United Kingdom,3.1400000000000001,,,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2011-08-01,2011-08-31,United Kingdom,3,,,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2011-09-01,2011-09-30,United Kingdom,2.9199999999999999,,,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2011-10-01,2011-10-31,United Kingdom,3.04,,,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2011-11-01,2011-11-30,United Kingdom,3.1400000000000001,,,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2011-12-01,2011-12-31,United Kingdom,3.2200000000000002,,,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2012-01-01,2012-01-31,United Kingdom,3.27,5.2800000000000002,2.0100000000000002,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2012-02-01,2012-02-29,United Kingdom,3.3700000000000001,5.2599999999999998,1.8899999999999997,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2012-03-01,2012-03-31,United Kingdom,3.4399999999999999,5.21,1.77,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2012-04-01,2012-04-30,United Kingdom,3.6600000000000001,5.29,1.6299999999999999,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2012-05-01,2012-05-31,United Kingdom,3.6800000000000002,5.29,1.6099999999999999,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2012-06-01,2012-06-30,United Kingdom,3.7400000000000002,5.3600000000000003,1.6200000000000001,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2012-07-01,2012-07-31,United Kingdom,3.6699999999999999,5.3799999999999999,1.71,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2012-08-01,2012-08-31,United Kingdom,3.6899999999999999,5.3600000000000003,1.6700000000000004,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2012-09-01,2012-09-30,United Kingdom,3.6699999999999999,5.0800000000000001,1.4100000000000001,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2012-10-01,2012-10-31,United Kingdom,3.4900000000000002,5.0599999999999996,1.5699999999999994,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2012-11-01,2012-11-30,United Kingdom,3.4300000000000002,4.7999999999999998,1.3699999999999997,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2012-12-01,2012-12-31,United Kingdom,3.3500000000000001,4.9500000000000002,1.6000000000000001,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2013-01-01,2013-01-31,United Kingdom,3.1099999999999999,4.5899999999999999,1.48,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2013-02-01,2013-02-28,United Kingdom,2.9199999999999999,4.5099999999999998,1.5899999999999999,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2013-03-01,2013-03-31,United Kingdom,2.8999999999999999,4.6900000000000004,1.7900000000000005,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2013-04-01,2013-04-30,United Kingdom,2.8700000000000001,4.2800000000000002,1.4100000000000001,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2013-05-01,2013-05-31,United Kingdom,2.6899999999999999,4.1699999999999999,1.48,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2013-06-01,2013-06-30,United Kingdom,2.6299999999999999,4.25,1.6200000000000001,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2013-07-01,2013-07-31,United Kingdom,2.6200000000000001,4.21,1.5899999999999999,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2013-08-01,2013-08-31,United Kingdom,2.5800000000000001,4.21,1.6299999999999999,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2013-09-01,2013-09-30,United Kingdom,2.54,4.21,1.6699999999999999,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2013-10-01,2013-10-31,United Kingdom,2.48,4.1900000000000004,1.7100000000000004,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2013-11-01,2013-11-30,United Kingdom,2.4399999999999999,4.1200000000000001,1.6800000000000002,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2013-12-01,2013-12-31,United Kingdom,2.3999999999999999,4.0499999999999998,1.6499999999999999,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2014-01-01,2014-01-31,United Kingdom,2.3700000000000001,4.0700000000000003,1.7000000000000002,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2014-02-01,2014-02-28,United Kingdom,2.3799999999999999,4.0499999999999998,1.6699999999999999,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2014-03-01,2014-03-31,United Kingdom,2.3700000000000001,4.1200000000000001,1.75,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2014-04-01,2014-04-30,United Kingdom,2.54,4.0199999999999996,1.4799999999999995,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2014-05-01,2014-05-31,United Kingdom,2.5600000000000001,3.8700000000000001,1.3100000000000001,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2014-06-01,2014-06-30,United Kingdom,2.6000000000000001,3.8900000000000001,1.29,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2014-07-01,2014-07-31,United Kingdom,2.54,3.8399999999999999,1.2999999999999998,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2014-08-01,2014-08-31,United Kingdom,2.54,3.7599999999999998,1.2199999999999998,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2014-09-01,2014-09-30,United Kingdom,2.46,3.6800000000000002,1.2200000000000002,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2014-10-01,2014-10-31,United Kingdom,2.21,3.6499999999999999,1.4399999999999999,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2014-11-01,2014-11-30,United Kingdom,2.1699999999999999,3.6699999999999999,1.5,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2014-12-01,2014-12-31,United Kingdom,2.0800000000000001,3.6800000000000002,1.6000000000000001,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2015-01-01,2015-01-31,United Kingdom,2.0099999999999998,3.6099999999999999,1.6000000000000001,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2015-02-01,2015-02-28,United Kingdom,1.96,3.6600000000000001,1.7000000000000002,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2015-03-01,2015-03-31,United Kingdom,1.99,3.7400000000000002,1.7500000000000002,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2015-04-01,2015-04-30,United Kingdom,1.95,3.6600000000000001,1.7100000000000002,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2015-05-01,2015-05-31,United Kingdom,1.8999999999999999,3.6099999999999999,1.71,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2015-06-01,2015-06-30,United Kingdom,1.8300000000000001,3.6400000000000001,1.8100000000000001,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2015-07-01,2015-07-31,United Kingdom,1.8700000000000001,3.54,1.6699999999999999,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2015-08-01,2015-08-31,United Kingdom,1.95,3.54,1.5900000000000001,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2015-09-01,2015-09-30,United Kingdom,1.9099999999999999,3.5299999999999998,1.6199999999999999,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2015-10-01,2015-10-31,United Kingdom,1.8700000000000001,3.4700000000000002,1.6000000000000001,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2015-11-01,2015-11-30,United Kingdom,1.9199999999999999,3.3599999999999999,1.4399999999999999,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2015-12-01,2015-12-31,United Kingdom,1.8999999999999999,3.3599999999999999,1.46,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2016-01-01,2016-01-31,United Kingdom,1.9299999999999999,3.2400000000000002,1.3100000000000003,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2016-02-01,2016-02-29,United Kingdom,1.95,3.1899999999999999,1.24,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2016-03-01,2016-03-31,United Kingdom,1.8999999999999999,3.1899999999999999,1.29,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2016-04-01,2016-04-30,United Kingdom,1.8400000000000001,3.21,1.3699999999999999,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2016-05-01,2016-05-31,United Kingdom,1.9099999999999999,3.21,1.3,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2016-06-01,2016-06-30,United Kingdom,1.75,3.1499999999999999,1.3999999999999999,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2016-07-01,2016-07-31,United Kingdom,1.72,3.1299999999999999,1.4099999999999999,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2016-08-01,2016-08-31,United Kingdom,1.6899999999999999,3.1499999999999999,1.46,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2016-09-01,2016-09-30,United Kingdom,1.5900000000000001,2.9700000000000002,1.3800000000000001,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2016-10-01,2016-10-31,United Kingdom,1.52,2.98,1.46,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2016-11-01,2016-11-30,United Kingdom,1.4299999999999999,2.9300000000000002,1.5000000000000002,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2016-12-01,2016-12-31,United Kingdom,1.45,2.8599999999999999,1.4099999999999999,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2017-01-01,2017-01-31,United Kingdom,1.45,2.8199999999999998,1.3699999999999999,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2017-02-01,2017-02-28,United Kingdom,1.4199999999999999,2.7400000000000002,1.3200000000000003,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2017-03-01,2017-03-31,United Kingdom,1.3700000000000001,2.6200000000000001,1.25,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2017-04-01,2017-04-30,United Kingdom,1.3500000000000001,2.54,1.1899999999999999,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2017-05-01,2017-05-31,United Kingdom,1.49,2.6200000000000001,1.1300000000000001,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2017-06-01,2017-06-30,United Kingdom,1.48,2.6099999999999999,1.1299999999999999,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2017-07-01,2017-07-31,United Kingdom,1.4099999999999999,2.6299999999999999,1.22,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2017-08-01,2017-08-31,United Kingdom,1.4299999999999999,2.5499999999999998,1.1199999999999999,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2017-09-01,2017-09-30,United Kingdom,1.3999999999999999,2.52,1.1200000000000001,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2017-10-01,2017-10-31,United Kingdom,1.55,2.52,0.96999999999999997,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2017-11-01,2017-11-30,United Kingdom,1.6100000000000001,2.52,0.90999999999999992,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2017-12-01,2017-12-31,United Kingdom,1.5700000000000001,2.4900000000000002,0.92000000000000015,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2018-01-01,2018-01-31,United Kingdom,1.54,2.2999999999999998,0.75999999999999979,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2018-02-01,2018-02-28,United Kingdom,1.49,2.3199999999999998,0.82999999999999985,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2018-03-01,2018-03-31,United Kingdom,1.53,2.3300000000000001,0.80000000000000004,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2018-04-01,2018-04-30,United Kingdom,1.72,2.2799999999999998,0.55999999999999983,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2018-05-01,2018-05-31,United Kingdom,1.74,2.2599999999999998,0.5199999999999998,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2018-06-01,2018-06-30,United Kingdom,1.74,2.2799999999999998,0.53999999999999981,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2018-07-01,2018-07-31,United Kingdom,1.75,2.27,0.52000000000000002,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2018-08-01,2018-08-31,United Kingdom,1.75,2.2400000000000002,0.49000000000000021,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2018-09-01,2018-09-30,United Kingdom,1.71,2.3300000000000001,0.62000000000000011,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2018-10-01,2018-10-31,United Kingdom,1.8,2.3500000000000001,0.55000000000000004,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2018-11-01,2018-11-30,United Kingdom,1.75,2.3599999999999999,0.60999999999999988,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2018-12-01,2018-12-31,United Kingdom,1.73,2.3799999999999999,0.64999999999999991,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2019-01-01,2019-01-31,United Kingdom,1.72,2.3700000000000001,0.65000000000000013,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2019-02-01,2019-02-28,United Kingdom,1.7,2.2200000000000002,0.52000000000000024,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2019-03-01,2019-03-31,United Kingdom,1.7,2.25,0.55000000000000004,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2019-04-01,2019-04-30,United Kingdom,1.6599999999999999,2.29,0.63000000000000012,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2019-05-01,2019-05-31,United Kingdom,1.6499999999999999,2.2799999999999998,0.62999999999999989,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2019-06-01,2019-06-30,United Kingdom,1.6399999999999999,2.29,0.65000000000000013,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2019-07-01,2019-07-31,United Kingdom,1.6100000000000001,2.1899999999999999,0.57999999999999985,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2019-08-01,2019-08-31,United Kingdom,1.5900000000000001,2.1299999999999999,0.53999999999999981,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2019-09-01,2019-09-30,United Kingdom,1.55,2.04,0.48999999999999999,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2019-10-01,2019-10-31,United Kingdom,1.47,1.96,0.48999999999999999,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2019-11-01,2019-11-30,United Kingdom,1.4099999999999999,1.9399999999999999,0.53000000000000003,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
2019-12-01,2019-12-31,United Kingdom,1.4199999999999999,1.9299999999999999,0.51000000000000001,quoted product rates; not realized borrower costs,BOE_QUOTED_RATES_2008_2019
